markets,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,ids,popularity
184.0,51Blml2LZPmy7TTiAg47vQ,279440.0,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,0.735,6.0,1.0,4.0,1.0,51Blml2LZPmy7TTiAg47vQ,77.0
184.0,51Blml2LZPmy7TTiAg47vQ,279440.0,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,0.735,6.0,1.0,4.0,1.0,51Blml2LZPmy7TTiAg47vQ,78.0
184.0,51Blml2LZPmy7TTiAg47vQ,279440.0,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,0.735,6.0,1.0,4.0,1.0,51Blml2LZPmy7TTiAg47vQ,74.0
185.0,1H6X7yhnXZg73f9bssaj1Q,183360.0,0.797,0.584,0.462,0.753,0.118,-14.445,0.14,127.028,0.366,1.0,1.0,4.0,1.0,1H6X7yhnXZg73f9bssaj1Q,51.0
185.0,3rCpG0uKek5oUwF2r9ZSvK,142045.0,0.217,0.708,0.696,0.0,0.129,-6.877,0.0523,131.976,0.592,10.0,0.0,4.0,1.0,3rCpG0uKek5oUwF2r9ZSvK,15.0
184.0,5xUf6j4upBrXZPg6AI4MRK,290106.0,0.00534,0.319,0.803,0.0126,0.177,-8.928,0.0394,183.031,0.589,10.0,1.0,4.0,1.0,5xUf6j4upBrXZPg6AI4MRK,68.0
184.0,5xUf6j4upBrXZPg6AI4MRK,290106.0,0.00534,0.319,0.803,0.0126,0.177,-8.928,0.0394,183.031,0.589,10.0,1.0,4.0,1.0,5xUf6j4upBrXZPg6AI4MRK,65.0
185.0,2nDJxXJ7PtW7eLpFXcGH3u,256949.0,0.000511,0.683,0.709,0.738,0.0749,-9.666,0.0864,127.892,0.144,5.0,1.0,4.0,1.0,2nDJxXJ7PtW7eLpFXcGH3u,28.0
184.0,6sN51vEARnAAdBw1IKZ8Q9,336218.0,0.00108,0.164,0.84,0.00458,0.134,-2.749,0.0394,104.059,0.217,0.0,1.0,4.0,1.0,6sN51vEARnAAdBw1IKZ8Q9,60.0
184.0,6sN51vEARnAAdBw1IKZ8Q9,336218.0,0.00108,0.164,0.84,0.00458,0.134,-2.749,0.0394,104.059,0.217,0.0,1.0,4.0,1.0,6sN51vEARnAAdBw1IKZ8Q9,56.0
184.0,6sN51vEARnAAdBw1IKZ8Q9,336218.0,0.00108,0.164,0.84,0.00458,0.134,-2.749,0.0394,104.059,0.217,0.0,1.0,4.0,1.0,6sN51vEARnAAdBw1IKZ8Q9,54.0
185.0,2TcGJdSOiOvITBzhvfX8XB,230945.0,0.02,0.656,0.655,0.00816,0.103,-6.766,0.024,127.001,0.555,7.0,0.0,4.0,1.0,2TcGJdSOiOvITBzhvfX8XB,62.0
184.0,72nLe76yBFSlP6VBzME358,180640.0,0.0251,0.709,0.629,5.92e-05,0.25,-4.278,0.0292,91.992,0.688,9.0,0.0,4.0,1.0,72nLe76yBFSlP6VBzME358,58.0
184.0,72nLe76yBFSlP6VBzME358,180640.0,0.0251,0.709,0.629,5.92e-05,0.25,-4.278,0.0292,91.992,0.688,9.0,0.0,4.0,1.0,72nLe76yBFSlP6VBzME358,55.0
183.0,4VNQWV2y1E97Eqo2D5UTjx,213800.0,0.204,0.663,0.884,0.573,0.145,-6.545,0.0564,129.042,0.251,6.0,0.0,4.0,1.0,4VNQWV2y1E97Eqo2D5UTjx,59.0
185.0,6J9uyUQkWxDxvfNiwdwYhh,238585.0,0.919,0.462,0.152,8.32e-06,0.107,-11.837,0.0316,90.633,0.129,0.0,1.0,4.0,1.0,6J9uyUQkWxDxvfNiwdwYhh,0.0
184.0,74oJ4qxwOZvX6oSsu1DGnw,250000.0,0.475,0.684,0.481,6.57e-05,0.118,-12.59,0.0384,115.078,0.784,2.0,1.0,4.0,1.0,74oJ4qxwOZvX6oSsu1DGnw,63.0
184.0,74oJ4qxwOZvX6oSsu1DGnw,250000.0,0.475,0.684,0.481,6.57e-05,0.118,-12.59,0.0384,115.078,0.784,2.0,1.0,4.0,1.0,74oJ4qxwOZvX6oSsu1DGnw,59.0
185.0,6ku0yqiBqUvtZ16Pi3soDC,204666.0,0.742,0.634,0.467,3.92e-06,0.0777,-6.715,0.0387,173.952,0.843,9.0,0.0,4.0,1.0,6ku0yqiBqUvtZ16Pi3soDC,22.0
185.0,6ku0yqiBqUvtZ16Pi3soDC,204666.0,0.742,0.634,0.467,3.92e-06,0.0777,-6.715,0.0387,173.952,0.843,9.0,0.0,4.0,1.0,6ku0yqiBqUvtZ16Pi3soDC,20.0
184.0,6RHTUrRF63xao58xh9FXYJ,197763.0,0.126,0.769,0.793,0.0,0.343,-4.12,0.0471,124.011,0.351,1.0,0.0,4.0,2.0,6RHTUrRF63xao58xh9FXYJ,74.0
184.0,6RHTUrRF63xao58xh9FXYJ,197763.0,0.126,0.769,0.793,0.0,0.343,-4.12,0.0471,124.011,0.351,1.0,0.0,4.0,2.0,6RHTUrRF63xao58xh9FXYJ,71.0
184.0,6RHTUrRF63xao58xh9FXYJ,197763.0,0.126,0.769,0.793,0.0,0.343,-4.12,0.0471,124.011,0.351,1.0,0.0,4.0,2.0,6RHTUrRF63xao58xh9FXYJ,72.0
183.0,3lDpdwM8KILepMHqBWUhIA,187653.0,0.0158,0.541,0.907,0.000185,0.34,-4.512,0.0642,80.029,0.434,4.0,1.0,4.0,1.0,3lDpdwM8KILepMHqBWUhIA,59.0
183.0,3lDpdwM8KILepMHqBWUhIA,187653.0,0.0158,0.541,0.907,0.000185,0.34,-4.512,0.0642,80.029,0.434,4.0,1.0,4.0,1.0,3lDpdwM8KILepMHqBWUhIA,56.0
184.0,7jy3rLJdDQY21OgRLCZ9sD,258648.0,1.37e-05,0.274,0.956,1.33e-06,0.117,-4.978,0.0814,150.207,0.339,4.0,1.0,4.0,1.0,7jy3rLJdDQY21OgRLCZ9sD,77.0
184.0,7jy3rLJdDQY21OgRLCZ9sD,258648.0,1.37e-05,0.274,0.956,1.33e-06,0.117,-4.978,0.0814,150.207,0.339,4.0,1.0,4.0,1.0,7jy3rLJdDQY21OgRLCZ9sD,78.0
184.0,7jy3rLJdDQY21OgRLCZ9sD,258648.0,1.37e-05,0.274,0.956,1.33e-06,0.117,-4.978,0.0814,150.207,0.339,4.0,1.0,4.0,1.0,7jy3rLJdDQY21OgRLCZ9sD,75.0
185.0,6juZJy9PxiYX2EhuxW4AzW,169846.0,0.0173,0.685,0.671,0.447,0.302,-7.997,0.0407,130.038,0.296,4.0,0.0,4.0,1.0,6juZJy9PxiYX2EhuxW4AzW,12.0
184.0,0HNGrIbq1ZNO2mTp3tMW4L,240492.0,0.508,0.639,0.534,0.0,0.0948,-5.588,0.0281,122.931,0.434,5.0,1.0,4.0,1.0,0HNGrIbq1ZNO2mTp3tMW4L,52.0
184.0,22WZ7M8sxp5THdruNY3gXt,145866.0,0.2,0.421,0.751,0.0,0.17,-9.584,0.0472,89.839,0.789,9.0,1.0,4.0,1.0,22WZ7M8sxp5THdruNY3gXt,69.0
184.0,5tFRohaO5yEsuJxmMnlCO9,197520.0,0.21,0.548,0.64,0.000328,0.08,-6.285,0.0306,108.326,0.392,10.0,0.0,4.0,1.0,5tFRohaO5yEsuJxmMnlCO9,62.0
184.0,5tFRohaO5yEsuJxmMnlCO9,197520.0,0.21,0.548,0.64,0.000328,0.08,-6.285,0.0306,108.326,0.392,10.0,0.0,4.0,1.0,5tFRohaO5yEsuJxmMnlCO9,60.0
184.0,5tFRohaO5yEsuJxmMnlCO9,197520.0,0.21,0.548,0.64,0.000328,0.08,-6.285,0.0306,108.326,0.392,10.0,0.0,4.0,1.0,5tFRohaO5yEsuJxmMnlCO9,58.0
183.0,3lDpdwM8KILepMHqBWUhIA,229212.0,0.00263,0.573,0.829,0.0,0.0685,-3.545,0.037,116.959,0.675,0.0,1.0,4.0,1.0,3lDpdwM8KILepMHqBWUhIA,59.0
183.0,3lDpdwM8KILepMHqBWUhIA,229212.0,0.00263,0.573,0.829,0.0,0.0685,-3.545,0.037,116.959,0.675,0.0,1.0,4.0,1.0,3lDpdwM8KILepMHqBWUhIA,56.0
184.0,2oxmVxoozyLgoIlPpz1QS2,208687.0,0.313,0.821,0.557,0.0,0.0295,-6.396,0.0593,111.973,0.699,1.0,1.0,4.0,1.0,2oxmVxoozyLgoIlPpz1QS2,23.0
184.0,2oxmVxoozyLgoIlPpz1QS2,208687.0,0.313,0.821,0.557,0.0,0.0295,-6.396,0.0593,111.973,0.699,1.0,1.0,4.0,1.0,2oxmVxoozyLgoIlPpz1QS2,21.0
185.0,3AYjDTXEMqJP0h1iXq8eYO,169226.0,0.124,0.565,0.836,0.84,0.25,-7.051,0.0503,161.035,0.936,6.0,1.0,4.0,1.0,3AYjDTXEMqJP0h1iXq8eYO,32.0
185.0,3AYjDTXEMqJP0h1iXq8eYO,169226.0,0.124,0.565,0.836,0.84,0.25,-7.051,0.0503,161.035,0.936,6.0,1.0,4.0,1.0,3AYjDTXEMqJP0h1iXq8eYO,29.0
185.0,3AYjDTXEMqJP0h1iXq8eYO,169226.0,0.124,0.565,0.836,0.84,0.25,-7.051,0.0503,161.035,0.936,6.0,1.0,4.0,1.0,3AYjDTXEMqJP0h1iXq8eYO,27.0
185.0,7t3a0pLRpE216teeNNhKpa,128223.0,0.929,0.606,0.15,0.0,0.101,-15.008,0.0303,94.004,0.358,8.0,1.0,4.0,1.0,7t3a0pLRpE216teeNNhKpa,8.0
0.0,2S5hlvw4CMtMGswFtfdK15,188708.0,0.128,0.452,0.934,0.309,0.0946,-5.034,0.0935,132.398,0.299,5.0,0.0,4.0,1.0,2S5hlvw4CMtMGswFtfdK15,60.0
1.0,20gsENnposVs2I4rQ5kvrf,190800.0,0.0218,0.723,0.822,8.71e-05,0.0677,-7.415,0.038,125.008,0.619,8.0,0.0,4.0,1.0,20gsENnposVs2I4rQ5kvrf,70.0
1.0,4Euia7UzdRshy1DJOSMTcs,192000.0,0.0164,0.651,0.816,7.29e-05,0.0653,-5.678,0.035,119.98,0.301,6.0,0.0,4.0,1.0,4Euia7UzdRshy1DJOSMTcs,54.0
185.0,7FOqtptgmy8wtpNrzXcYOT,179393.0,0.273,0.711,0.695,0.0,0.114,-6.968,0.125,98.991,0.778,2.0,1.0,4.0,1.0,7FOqtptgmy8wtpNrzXcYOT,8.0
0.0,4GJ6xDCF5jaUqD6avOuQT6,173801.0,0.404,0.755,0.597,0.0,0.278,-5.843,0.0371,120.035,0.728,2.0,1.0,4.0,1.0,4GJ6xDCF5jaUqD6avOuQT6,67.0
185.0,6r6YPoX4hfknOTw0tV3mWb,227920.0,0.748,0.116,0.385,0.0352,0.0937,-12.969,0.0394,79.071,0.0981,9.0,0.0,4.0,1.0,6r6YPoX4hfknOTw0tV3mWb,4.0
181.0,52XA4Ccc0k7wMeLkdEsju9,203157.0,0.761,0.612,0.615,0.00368,0.12,-4.801,0.0351,109.96,0.204,1.0,1.0,4.0,1.0,52XA4Ccc0k7wMeLkdEsju9,18.0
183.0,6BgYuNomEs12UIrnxhWE9a,177533.0,0.299,0.737,0.785,0.0,0.139,-2.825,0.119,110.107,0.688,6.0,1.0,4.0,1.0,6BgYuNomEs12UIrnxhWE9a,53.0
183.0,6BgYuNomEs12UIrnxhWE9a,177533.0,0.299,0.737,0.785,0.0,0.139,-2.825,0.119,110.107,0.688,6.0,1.0,4.0,1.0,6BgYuNomEs12UIrnxhWE9a,49.0
183.0,52zMTJCKluDlFwMQWmccY7,238693.0,0.0866,0.739,0.98,0.0,0.322,-2.015,0.127,123.981,0.71,1.0,0.0,4.0,1.0,52zMTJCKluDlFwMQWmccY7,53.0
185.0,0PFtn5NtBbbUNbU9EAmIWF,235546.0,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,0.808,6.0,0.0,4.0,1.0,0PFtn5NtBbbUNbU9EAmIWF,74.0
185.0,0PFtn5NtBbbUNbU9EAmIWF,235546.0,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,0.808,6.0,0.0,4.0,1.0,0PFtn5NtBbbUNbU9EAmIWF,71.0
185.0,36QJpDe2go2KgaRleHCDTp,220560.0,0.000582,0.317,0.887,0.00258,0.0891,-7.292,0.0375,169.613,0.871,9.0,1.0,4.0,1.0,36QJpDe2go2KgaRleHCDTp,76.0
185.0,36QJpDe2go2KgaRleHCDTp,220560.0,0.000582,0.317,0.887,0.00258,0.0891,-7.292,0.0375,169.613,0.871,9.0,1.0,4.0,1.0,36QJpDe2go2KgaRleHCDTp,73.0
183.0,4iBwchw0U0GZv5RfVYSMxN,189783.0,0.00032,0.673,0.931,0.764,0.118,-6.369,0.0384,126.01,0.039,6.0,0.0,4.0,1.0,4iBwchw0U0GZv5RfVYSMxN,69.0
185.0,0Nrwy16xCPXG8AwkMbcVvo,161053.0,0.000839,0.282,0.843,3.02e-05,0.0699,-6.002,0.114,175.798,0.418,11.0,0.0,4.0,1.0,0Nrwy16xCPXG8AwkMbcVvo,46.0
185.0,7jy3rLJdDQY21OgRLCZ9sD,269373.0,0.000917,0.433,0.959,0.0,0.028,-4.04,0.0431,172.984,0.365,9.0,1.0,4.0,1.0,7jy3rLJdDQY21OgRLCZ9sD,77.0
185.0,7jy3rLJdDQY21OgRLCZ9sD,269373.0,0.000917,0.433,0.959,0.0,0.028,-4.04,0.0431,172.984,0.365,9.0,1.0,4.0,1.0,7jy3rLJdDQY21OgRLCZ9sD,78.0
185.0,7jy3rLJdDQY21OgRLCZ9sD,269373.0,0.000917,0.433,0.959,0.0,0.028,-4.04,0.0431,172.984,0.365,9.0,1.0,4.0,1.0,7jy3rLJdDQY21OgRLCZ9sD,75.0
183.0,4EPJlUEBy49EX1wuFOvtjK,175628.0,0.00807,0.648,0.896,4.11e-06,0.296,-3.989,0.0534,125.987,0.133,7.0,1.0,4.0,1.0,4EPJlUEBy49EX1wuFOvtjK,74.0
183.0,4EPJlUEBy49EX1wuFOvtjK,175628.0,0.00807,0.648,0.896,4.11e-06,0.296,-3.989,0.0534,125.987,0.133,7.0,1.0,4.0,1.0,4EPJlUEBy49EX1wuFOvtjK,70.0
183.0,4EPJlUEBy49EX1wuFOvtjK,175628.0,0.00807,0.648,0.896,4.11e-06,0.296,-3.989,0.0534,125.987,0.133,7.0,1.0,4.0,1.0,4EPJlUEBy49EX1wuFOvtjK,71.0
185.0,66YGDwn22fjphzqGCSIbbK,186992.0,0.0469,0.277,0.838,7.81e-06,0.152,-7.233,0.168,133.863,0.227,8.0,1.0,4.0,1.0,66YGDwn22fjphzqGCSIbbK,48.0
178.0,6M2wZ9GZgrQXHCFfjv46we,185917.0,0.0036,0.744,0.789,0.00144,0.0947,-4.876,0.059,116.985,0.866,9.0,0.0,4.0,1.0,6M2wZ9GZgrQXHCFfjv46we,88.0
178.0,6M2wZ9GZgrQXHCFfjv46we,185917.0,0.0036,0.744,0.789,0.00144,0.0947,-4.876,0.059,116.985,0.866,9.0,0.0,4.0,1.0,6M2wZ9GZgrQXHCFfjv46we,89.0
178.0,6M2wZ9GZgrQXHCFfjv46we,185917.0,0.0036,0.744,0.789,0.00144,0.0947,-4.876,0.059,116.985,0.866,9.0,0.0,4.0,1.0,6M2wZ9GZgrQXHCFfjv46we,85.0
178.0,6M2wZ9GZgrQXHCFfjv46we,185917.0,0.0036,0.744,0.789,0.00144,0.0947,-4.876,0.059,116.985,0.866,9.0,0.0,4.0,1.0,6M2wZ9GZgrQXHCFfjv46we,86.0
182.0,22bE4uQ6baNwSHPVcDxLCe,226735.0,0.000644,0.596,0.893,1.22e-05,0.0326,-3.468,0.0822,113.065,0.695,4.0,1.0,4.0,1.0,22bE4uQ6baNwSHPVcDxLCe,79.0
182.0,22bE4uQ6baNwSHPVcDxLCe,226735.0,0.000644,0.596,0.893,1.22e-05,0.0326,-3.468,0.0822,113.065,0.695,4.0,1.0,4.0,1.0,22bE4uQ6baNwSHPVcDxLCe,80.0
182.0,22bE4uQ6baNwSHPVcDxLCe,226735.0,0.000644,0.596,0.893,1.22e-05,0.0326,-3.468,0.0822,113.065,0.695,4.0,1.0,4.0,1.0,22bE4uQ6baNwSHPVcDxLCe,77.0
182.0,22bE4uQ6baNwSHPVcDxLCe,226735.0,0.000644,0.596,0.893,1.22e-05,0.0326,-3.468,0.0822,113.065,0.695,4.0,1.0,4.0,1.0,22bE4uQ6baNwSHPVcDxLCe,76.0
182.0,5ypxebeHEIXjMtJb17uJlI,243200.0,0.000251,0.471,0.887,0.000328,0.0975,-3.949,0.0622,130.225,0.345,2.0,1.0,4.0,1.0,5ypxebeHEIXjMtJb17uJlI,62.0
182.0,5ypxebeHEIXjMtJb17uJlI,243200.0,0.000251,0.471,0.887,0.000328,0.0975,-3.949,0.0622,130.225,0.345,2.0,1.0,4.0,1.0,5ypxebeHEIXjMtJb17uJlI,59.0
185.0,586uxXMyD5ObPuzjtrzO1Q,182423.0,0.0429,0.823,0.664,0.00162,0.0489,-4.678,0.0579,131.023,0.575,3.0,0.0,4.0,1.0,586uxXMyD5ObPuzjtrzO1Q,66.0
185.0,586uxXMyD5ObPuzjtrzO1Q,182423.0,0.0429,0.823,0.664,0.00162,0.0489,-4.678,0.0579,131.023,0.575,3.0,0.0,4.0,1.0,586uxXMyD5ObPuzjtrzO1Q,63.0
185.0,1i8SpTcr7yvPOmcqrbnVXY,184320.0,0.0758,0.771,0.759,0.0,0.11,-5.74,0.0452,124.969,0.45,8.0,0.0,4.0,1.0,1i8SpTcr7yvPOmcqrbnVXY,86.0
185.0,1i8SpTcr7yvPOmcqrbnVXY,184320.0,0.0758,0.771,0.759,0.0,0.11,-5.74,0.0452,124.969,0.45,8.0,0.0,4.0,1.0,1i8SpTcr7yvPOmcqrbnVXY,83.0
184.0,01aC2ikO4Xgb2LUpf9JfKp,193714.0,0.00257,0.447,0.788,1.68e-05,0.0744,-4.994,0.0464,80.04,0.505,2.0,0.0,4.0,1.0,01aC2ikO4Xgb2LUpf9JfKp,59.0
184.0,01aC2ikO4Xgb2LUpf9JfKp,193714.0,0.00257,0.447,0.788,1.68e-05,0.0744,-4.994,0.0464,80.04,0.505,2.0,0.0,4.0,1.0,01aC2ikO4Xgb2LUpf9JfKp,56.0
184.0,01aC2ikO4Xgb2LUpf9JfKp,193714.0,0.00257,0.447,0.788,1.68e-05,0.0744,-4.994,0.0464,80.04,0.505,2.0,0.0,4.0,1.0,01aC2ikO4Xgb2LUpf9JfKp,55.0
184.0,01aC2ikO4Xgb2LUpf9JfKp,193714.0,0.00257,0.447,0.788,1.68e-05,0.0744,-4.994,0.0464,80.04,0.505,2.0,0.0,4.0,1.0,01aC2ikO4Xgb2LUpf9JfKp,54.0
184.0,5gznATMVO85ZcLTkE9ULU7,221332.0,0.018,0.587,0.872,0.0,0.622,-5.066,0.0484,159.925,0.735,7.0,1.0,4.0,1.0,5gznATMVO85ZcLTkE9ULU7,70.0
184.0,5gznATMVO85ZcLTkE9ULU7,221332.0,0.018,0.587,0.872,0.0,0.622,-5.066,0.0484,159.925,0.735,7.0,1.0,4.0,1.0,5gznATMVO85ZcLTkE9ULU7,67.0
184.0,4y0wFJ5jmCUNRLZfsw1I7g,188853.0,0.168,0.76,0.761,0.0,0.0565,-3.866,0.178,116.879,0.903,2.0,0.0,4.0,1.0,4y0wFJ5jmCUNRLZfsw1I7g,39.0
2.0,1dfeR4HaWDbWqFHLkxsg1d,122066.0,0.679,0.693,0.497,0.0,0.258,-7.316,0.119,81.308,0.473,2.0,1.0,4.0,1.0,1dfeR4HaWDbWqFHLkxsg1d,85.0
2.0,1dfeR4HaWDbWqFHLkxsg1d,122066.0,0.679,0.693,0.497,0.0,0.258,-7.316,0.119,81.308,0.473,2.0,1.0,4.0,1.0,1dfeR4HaWDbWqFHLkxsg1d,82.0
2.0,1dfeR4HaWDbWqFHLkxsg1d,122066.0,0.679,0.693,0.497,0.0,0.258,-7.316,0.119,81.308,0.473,2.0,1.0,4.0,1.0,1dfeR4HaWDbWqFHLkxsg1d,81.0
2.0,2AfmfGFbe0A0WsTYm0SDTx,161240.0,0.0328,0.815,0.835,0.000282,0.27,-2.829,0.0475,129.988,0.693,4.0,0.0,4.0,1.0,2AfmfGFbe0A0WsTYm0SDTx,77.0
2.0,2AfmfGFbe0A0WsTYm0SDTx,161240.0,0.0328,0.815,0.835,0.000282,0.27,-2.829,0.0475,129.988,0.693,4.0,0.0,4.0,1.0,2AfmfGFbe0A0WsTYm0SDTx,78.0
2.0,2AfmfGFbe0A0WsTYm0SDTx,161240.0,0.0328,0.815,0.835,0.000282,0.27,-2.829,0.0475,129.988,0.693,4.0,0.0,4.0,1.0,2AfmfGFbe0A0WsTYm0SDTx,75.0
2.0,2AfmfGFbe0A0WsTYm0SDTx,161240.0,0.0328,0.815,0.835,0.000282,0.27,-2.829,0.0475,129.988,0.693,4.0,0.0,4.0,1.0,2AfmfGFbe0A0WsTYm0SDTx,74.0
2.0,2AfmfGFbe0A0WsTYm0SDTx,161240.0,0.0328,0.815,0.835,0.000282,0.27,-2.829,0.0475,129.988,0.693,4.0,0.0,4.0,1.0,2AfmfGFbe0A0WsTYm0SDTx,73.0
184.0,2sSGPbdZJkaSE2AbcGOACx,156240.0,0.955,0.286,0.131,0.00289,0.11,-13.964,0.0318,96.598,0.0896,0.0,0.0,1.0,1.0,2sSGPbdZJkaSE2AbcGOACx,70.0
184.0,2sSGPbdZJkaSE2AbcGOACx,156240.0,0.955,0.286,0.131,0.00289,0.11,-13.964,0.0318,96.598,0.0896,0.0,0.0,1.0,1.0,2sSGPbdZJkaSE2AbcGOACx,71.0
184.0,2sSGPbdZJkaSE2AbcGOACx,156240.0,0.955,0.286,0.131,0.00289,0.11,-13.964,0.0318,96.598,0.0896,0.0,0.0,1.0,1.0,2sSGPbdZJkaSE2AbcGOACx,68.0
184.0,2sSGPbdZJkaSE2AbcGOACx,156240.0,0.955,0.286,0.131,0.00289,0.11,-13.964,0.0318,96.598,0.0896,0.0,0.0,1.0,1.0,2sSGPbdZJkaSE2AbcGOACx,67.0
156.0,6WMo39FU3nrpSz3qMgRKug,189133.0,0.00207,0.574,0.889,1.12e-05,0.0333,-3.44,0.0524,116.007,0.784,10.0,1.0,4.0,1.0,6WMo39FU3nrpSz3qMgRKug,50.0
184.0,35U9lQaRWSQISxQAB94Meo,252239.0,0.687,0.653,0.507,0.0147,0.155,-17.18,0.0534,123.188,0.831,11.0,0.0,4.0,1.0,35U9lQaRWSQISxQAB94Meo,65.0
183.0,52zMTJCKluDlFwMQWmccY7,217400.0,0.0634,0.675,0.912,0.0,0.0977,-1.677,0.0451,124.003,0.724,8.0,0.0,4.0,1.0,52zMTJCKluDlFwMQWmccY7,53.0
185.0,72nLe76yBFSlP6VBzME358,188866.0,0.0863,0.715,0.822,0.516,0.209,-4.609,0.0323,110.03,0.378,6.0,0.0,4.0,1.0,72nLe76yBFSlP6VBzME358,58.0
185.0,72nLe76yBFSlP6VBzME358,188866.0,0.0863,0.715,0.822,0.516,0.209,-4.609,0.0323,110.03,0.378,6.0,0.0,4.0,1.0,72nLe76yBFSlP6VBzME358,55.0
184.0,22WZ7M8sxp5THdruNY3gXt,243826.0,0.336,0.623,0.633,4.6e-05,0.147,-8.212,0.0304,121.119,0.895,9.0,1.0,4.0,1.0,22WZ7M8sxp5THdruNY3gXt,69.0
183.0,1w5Kfo2jwwIPruYS2UWh56,211720.0,0.000221,0.472,0.964,0.0,0.0786,-3.624,0.125,99.89,0.437,2.0,1.0,4.0,1.0,1w5Kfo2jwwIPruYS2UWh56,75.0
183.0,1w5Kfo2jwwIPruYS2UWh56,211720.0,0.000221,0.472,0.964,0.0,0.0786,-3.624,0.125,99.89,0.437,2.0,1.0,4.0,1.0,1w5Kfo2jwwIPruYS2UWh56,74.0
183.0,1w5Kfo2jwwIPruYS2UWh56,211720.0,0.000221,0.472,0.964,0.0,0.0786,-3.624,0.125,99.89,0.437,2.0,1.0,4.0,1.0,1w5Kfo2jwwIPruYS2UWh56,73.0
185.0,5RdWxvvyhOcNMva8aeqb9E,181106.0,0.394,0.455,0.774,0.662,0.149,-8.391,0.0413,116.963,0.349,1.0,0.0,4.0,1.0,5RdWxvvyhOcNMva8aeqb9E,15.0
184.0,1sjw4xq2pAWy5Vdgba5QAt,182733.0,0.864,0.632,0.303,4.64e-05,0.344,-11.75,0.0336,106.037,0.152,8.0,1.0,4.0,1.0,1sjw4xq2pAWy5Vdgba5QAt,49.0
185.0,6JL8zeS1NmiOftqZTRgdTz,148665.0,0.142,0.607,0.528,8.74e-06,0.355,-6.051,0.0501,134.921,0.553,6.0,1.0,4.0,1.0,6JL8zeS1NmiOftqZTRgdTz,78.0
185.0,6JL8zeS1NmiOftqZTRgdTz,148665.0,0.142,0.607,0.528,8.74e-06,0.355,-6.051,0.0501,134.921,0.553,6.0,1.0,4.0,1.0,6JL8zeS1NmiOftqZTRgdTz,75.0
185.0,6JL8zeS1NmiOftqZTRgdTz,148665.0,0.142,0.607,0.528,8.74e-06,0.355,-6.051,0.0501,134.921,0.553,6.0,1.0,4.0,1.0,6JL8zeS1NmiOftqZTRgdTz,74.0
142.0,12Chz98pHFMPJEknJQMWvI,316717.0,0.00114,0.555,0.883,0.041,0.868,-3.426,0.0341,125.02,0.507,2.0,1.0,4.0,1.0,12Chz98pHFMPJEknJQMWvI,75.0
142.0,12Chz98pHFMPJEknJQMWvI,316717.0,0.00114,0.555,0.883,0.041,0.868,-3.426,0.0341,125.02,0.507,2.0,1.0,4.0,1.0,12Chz98pHFMPJEknJQMWvI,71.0
184.0,5IH6FPUwQTxPSXurCrcIov,145622.0,0.103,0.705,0.685,3.16e-05,0.375,-5.098,0.0453,119.995,0.543,4.0,0.0,4.0,1.0,5IH6FPUwQTxPSXurCrcIov,76.0
184.0,5IH6FPUwQTxPSXurCrcIov,145622.0,0.103,0.705,0.685,3.16e-05,0.375,-5.098,0.0453,119.995,0.543,4.0,0.0,4.0,1.0,5IH6FPUwQTxPSXurCrcIov,72.0
184.0,51Blml2LZPmy7TTiAg47vQ,228426.0,0.00135,0.458,0.843,0.000296,0.778,-7.201,0.0316,105.701,0.713,4.0,1.0,4.0,1.0,51Blml2LZPmy7TTiAg47vQ,77.0
184.0,51Blml2LZPmy7TTiAg47vQ,228426.0,0.00135,0.458,0.843,0.000296,0.778,-7.201,0.0316,105.701,0.713,4.0,1.0,4.0,1.0,51Blml2LZPmy7TTiAg47vQ,78.0
184.0,51Blml2LZPmy7TTiAg47vQ,228426.0,0.00135,0.458,0.843,0.000296,0.778,-7.201,0.0316,105.701,0.713,4.0,1.0,4.0,1.0,51Blml2LZPmy7TTiAg47vQ,74.0
185.0,43ZHCT0cAZBISjO8DG9PnE,146480.0,0.41,0.647,0.582,1.93e-06,0.0715,-9.538,0.0755,167.396,0.915,10.0,0.0,4.0,1.0,43ZHCT0cAZBISjO8DG9PnE,75.0
185.0,43ZHCT0cAZBISjO8DG9PnE,146480.0,0.41,0.647,0.582,1.93e-06,0.0715,-9.538,0.0755,167.396,0.915,10.0,0.0,4.0,1.0,43ZHCT0cAZBISjO8DG9PnE,74.0
185.0,53Hm23U3dtaHeB5Oy6GbaS,220318.0,0.000102,0.574,0.852,0.0,0.12,-3.151,0.0345,101.948,0.492,2.0,1.0,4.0,1.0,53Hm23U3dtaHeB5Oy6GbaS,31.0
185.0,64KEffDW9EtZ1y2vBYgq8T,209135.0,0.0418,0.755,0.676,0.00176,0.204,-7.349,0.0377,123.98,0.461,5.0,1.0,4.0,2.0,64KEffDW9EtZ1y2vBYgq8T,84.0
